customerID,gender,senior,dependents,tenure,phone_lines,service,insurance,streaming,contract,billing,payment,charge_month,charge_total,churn
8174-TBVCF,2,0,1,3,2,2,4,2,3,2,3,4,6859.05,0
1698-XFZCI,1,0,0,3,2,3,3,2,2,2,2,4,6521.9,0
1877-HKBQX,2,0,0,1,1,2,2,0,2,2,1,2,617.85,0
4450-DLLMH,1,0,0,1,1,3,0,0,1,2,3,3,157.75,0
0428-AXXLJ,1,0,0,2,1,1,0,0,2,2,3,1,516.3,0
2746-DIJLO,2,0,0,2,2,2,1,0,2,2,3,2,2364,0
5955-ERIHD,1,0,1,1,2,3,0,2,1,2,2,4,1687.95,1
0917-EZOLA,1,1,1,3,2,3,2,2,3,2,3,4,7689.95,1
3508-VLHCZ,2,0,2,3,2,2,4,2,3,2,3,4,6239.05,0
4086-ATNFV,2,0,2,2,1,2,3,0,2,2,1,3,2042.05,0
0468-YRPXN,1,0,0,2,1,3,2,2,1,2,3,4,2807.1,0
5996-NRVXR,1,1,1,2,1,3,4,1,2,2,3,4,4116.8,0
3739-YBWAB,1,0,1,2,0,2,2,0,2,1,1,2,1317.95,0
7047-FWEYA,2,0,1,2,2,3,2,2,2,2,2,4,4594.65,0
2000-MPKCA,2,0,0,3,2,3,3,2,2,2,2,4,6332.75,0
9762-YAQAA,1,0,0,2,2,3,1,0,2,1,3,3,3213.75,0
5949-EBSQK,1,0,2,1,1,2,1,1,1,1,3,3,229.55,1
5473-KHBPS,2,0,2,3,2,3,2,1,2,2,3,4,4976.15,0
0100-DUVFC,1,1,1,3,2,3,2,2,2,2,2,4,7308.95,0
5397-TUPSH,1,1,1,3,1,3,0,0,2,2,3,3,4555.2,0
8950-MTZNV,1,0,0,1,1,2,0,0,1,2,1,2,44.95,0
0326-VDYXE,2,0,1,3,2,3,1,2,2,2,2,4,6982.5,0
6773-LQTVT,2,1,2,2,0,2,2,0,1,2,1,2,1025.15,0
7274-RTAPZ,1,0,0,1,1,3,0,2,1,2,2,4,90.55,1
0436-TWFFZ,2,0,0,3,2,2,3,2,3,2,1,3,5714.2,0
8566-YPRGL,2,0,0,1,1,1,0,0,1,2,1,1,19.5,0
0311-UNPFF,2,0,0,2,1,3,0,2,1,2,3,3,2274.35,1
6609-MXJHJ,2,0,2,2,2,1,0,0,3,2,1,1,789.55,0
2669-OIDSD,2,0,1,3,1,3,2,2,1,2,3,4,4834,0
8400-WZICQ,2,0,2,3,1,2,2,0,1,1,2,2,3131.8,0
3834-XUIFC,1,0,0,1,2,3,0,1,1,2,1,3,602.55,1
9576-SYUHJ,1,0,0,2,2,3,1,1,1,2,2,4,3369.25,0
0410-IPFTY,2,0,1,2,1,3,1,1,1,2,3,3,2674.15,0
2831-EBWRN,1,0,0,1,1,2,0,0,1,2,2,2,199.75,0
9430-NKQLY,1,0,2,3,2,1,0,0,3,2,3,1,1790.8,0
8414-MYSHR,1,1,0,1,1,3,0,2,1,2,2,4,449.75,1
0247-SLUJI,1,0,2,1,1,1,0,0,1,1,1,1,19.7,0
9402-ORRAH,2,1,0,1,1,3,0,2,1,2,2,4,1400.3,0
6483-OATDN,1,0,2,1,1,2,1,0,1,2,3,2,411.6,0
1293-HHSHJ,2,0,0,2,1,1,0,0,2,1,1,1,741,0
4840-ORQXB,2,1,0,3,2,3,2,2,1,1,2,4,5841.35,0
7599-FKVXZ,1,0,1,2,2,3,2,2,1,2,3,4,4512.7,1
3982-DQLUS,1,1,2,3,2,3,2,0,1,2,2,3,5688.45,0
8610-ZIKJJ,2,0,2,1,1,1,0,0,2,1,1,1,31.9,0
3756-VNWDH,1,1,1,3,2,3,1,2,2,2,2,4,6674.65,0
7801-KICAO,2,0,0,1,2,3,0,0,1,2,2,3,1345.75,0
7673-LPRNY,2,0,0,1,2,2,2,2,2,2,2,3,1843.05,0
8229-TNIQA,2,0,0,1,1,2,0,0,1,2,1,2,196.95,1
6060-QBMGV,1,0,1,3,1,1,0,0,3,1,3,1,1433.8,0
7339-POGZN,2,0,0,1,2,2,0,0,1,1,2,2,214.55,0
2828-SLQPF,1,0,0,1,1,2,0,0,1,2,3,2,865.85,0
4465-VDKIQ,2,0,0,1,1,3,2,0,1,1,2,3,1358.6,0
2921-XWDJH,2,1,1,2,1,3,1,1,1,2,2,3,3147.15,0
6221-AVQYL,1,0,0,1,2,3,0,0,1,2,3,3,131.05,1
2558-BUOZZ,1,0,0,2,2,3,2,1,2,1,3,4,4535.85,0
9257-AZMTZ,2,0,2,3,1,1,0,0,3,1,3,1,1078.75,0
0003-MKNFE,1,0,0,1,2,2,0,1,1,1,1,2,542.4,0
0975-UYDTX,2,0,1,2,2,2,4,2,2,2,3,4,2312.55,0
7743-EXURX,1,0,2,1,1,2,1,0,1,2,2,2,415.05,1
4682-BLBUC,1,0,1,2,1,2,3,1,2,2,2,3,3250.45,0
0975-VOOVL,2,0,0,1,0,2,1,0,1,1,1,1,98.5,0
5968-VXZLG,1,0,0,1,1,2,0,0,1,2,3,2,87.9,0
5569-KGJHX,2,0,2,1,2,3,0,1,1,2,3,3,754.65,1
4988-IQIGL,1,1,0,1,2,3,0,0,1,2,2,3,75.35,1
5201-FRKKS,1,0,0,2,1,3,1,0,1,1,3,3,1952.25,0
9799-CAYJJ,2,1,1,1,1,3,0,0,1,2,2,3,153.8,0
7730-IUTDZ,1,0,0,2,1,3,1,0,1,2,2,3,3198.6,1
0426-TIRNE,2,0,0,1,1,1,0,0,1,1,1,1,20.9,1
5443-SCMKX,2,0,1,3,2,3,2,1,2,2,2,4,5610.15,0
8295-KMENE,2,0,2,3,2,2,3,1,3,2,1,3,4519.5,0
6738-ISCBM,1,0,0,2,0,2,2,2,2,2,2,2,2440.25,0
9821-BESNZ,1,0,0,3,2,3,2,2,2,2,2,4,6860.6,0
3678-MNGZX,1,0,2,3,1,1,0,0,3,1,3,1,1377.7,0
1335-NTIUC,1,0,0,1,0,2,0,0,1,2,2,1,190.25,0
2916-BQZLN,1,0,0,1,2,3,2,0,1,2,2,3,1651.95,0
4558-CGYCZ,1,0,0,1,1,1,0,0,1,1,1,1,78.3,0
2368-GAKKQ,2,0,0,3,2,3,4,2,3,2,3,4,7939.25,0
8710-YGLWG,1,0,0,1,1,2,0,0,1,2,1,2,44.9,0
3199-XGZCY,2,0,0,1,2,3,0,0,1,2,2,3,576.7,0
3785-KTYSH,1,0,0,3,2,1,0,0,3,1,1,1,1279,0
6814-ZPWFQ,1,1,0,3,2,1,0,0,2,1,3,1,1260.7,0
4063-EIKNQ,1,0,2,1,1,1,0,0,1,1,3,1,267.35,0
6993-YCOBK,1,0,2,3,2,3,3,2,3,2,2,4,6586.85,0
5206-HPJKM,1,0,0,1,1,2,2,0,1,2,3,2,934.15,0
7587-RZNME,1,0,0,1,1,2,0,0,1,2,2,2,123.65,1
0748-RDGGM,1,0,1,3,1,3,4,2,2,2,3,4,7534.65,1
8393-JMVMB,1,0,0,1,1,1,0,0,1,1,1,1,19.45,0
5019-GQVCR,1,1,0,2,2,3,0,1,1,2,2,3,3645.6,0
6036-TTFYU,2,0,1,1,1,1,0,0,1,1,1,1,314.45,0
2550-AEVRU,2,0,2,3,1,2,2,0,2,1,2,2,3053,0
0969-RGKCU,1,0,2,2,1,1,0,0,2,1,3,1,677.05,0
0378-CJKPV,2,0,1,3,2,3,4,2,3,1,3,4,7965.95,0
4706-AXVKM,2,1,0,1,2,3,0,1,1,2,3,3,906.85,1
5889-JTMUL,2,1,1,3,2,3,2,1,1,2,2,4,4888.7,1
9026-RNUJS,1,1,0,1,1,2,1,0,1,1,2,2,237.25,1
3746-EUBYR,1,0,1,1,2,3,0,0,1,2,3,3,74.6,1
2332-EFBJY,1,0,0,1,1,1,0,0,1,2,1,1,342.4,1
2880-FPNAE,1,1,1,1,1,3,1,0,1,2,2,3,140.1,0
1703-MGIAB,2,0,0,1,2,2,2,1,1,2,1,3,1108,0
4311-QTTAI,2,0,0,1,1,1,0,0,2,1,3,1,295.55,0
9474-PHLYD,2,0,0,1,1,2,1,1,1,2,2,2,892.65,1
4318-RAJVY,2,0,0,1,1,1,0,0,2,2,1,1,198.25,0
2165-VOEGB,2,0,1,2,1,3,3,2,2,2,3,4,4822.85,1
3612-YUNGG,1,0,2,3,2,3,3,2,3,2,3,4,6741.15,0
2254-DLXRI,2,0,0,1,2,3,1,0,1,2,1,3,79.15,0
5062-CJJKH,1,0,2,2,1,2,2,0,2,1,1,2,1355.45,0
9028-LIHRP,1,0,2,3,1,3,4,1,3,1,3,4,7209,0
2219-MVUSO,1,0,0,1,1,2,0,0,1,2,1,2,438.4,1
1053-MXTTK,2,0,2,3,1,3,4,2,3,2,3,4,7726.35,0
1530-ZTDOZ,2,0,1,3,0,2,1,1,1,1,3,2,2070.75,0
1301-LOPVR,1,0,2,2,0,2,4,1,2,2,3,2,1636.95,0
0853-TWRVK,1,0,1,3,2,3,4,1,3,1,3,4,7581.5,0
8914-RBTSB,1,0,1,2,2,3,2,1,1,1,2,4,3019.5,1
6212-ATMLK,2,0,0,3,2,3,0,2,1,2,2,4,4729.75,0
8200-LGKSR,1,0,1,3,2,2,3,2,3,1,2,3,6126.1,0
1568-BEKZM,1,1,1,3,2,2,4,2,3,1,3,4,6333.4,0
0670-ANMUU,1,0,0,3,2,3,2,1,2,1,3,4,6687.85,0
6897-RWMUB,1,0,2,3,1,2,4,0,3,2,3,3,4158.25,0
0963-ZBDRN,1,0,0,2,1,3,1,2,1,2,2,4,3183.4,1
7594-RQHXR,2,0,1,1,1,3,0,1,1,2,2,3,79.6,1
6999-CHVCF,1,0,0,3,2,3,3,1,3,2,3,4,7149.35,0
6134-KWTBV,1,0,0,3,2,1,0,0,3,1,3,1,1429.65,0
1077-HUUJM,2,0,1,1,1,3,0,0,1,2,2,3,472.65,0
6331-EWIEB,1,0,0,1,2,3,0,1,1,2,2,3,1734.5,1
0895-LNKRC,1,0,2,1,1,1,0,0,2,1,1,1,113.5,0
2045-BMBTJ,2,1,0,2,0,2,3,2,1,2,3,2,1884.65,0
8417-GSODA,1,0,2,2,2,3,0,2,2,1,3,4,2568.15,0
5171-EPLKN,1,0,0,2,1,1,0,0,3,1,3,1,470,0
4452-QIIEB,1,0,0,1,1,2,0,0,1,1,1,2,278.4,0
5998-VVEJY,1,0,0,2,2,3,1,0,1,2,2,3,2088.8,1
1624-NALOJ,1,1,0,1,2,3,1,1,1,2,2,3,502.6,1
6741-EGCBI,1,1,0,2,2,3,1,1,1,2,3,4,2595.85,0
7820-ZYGNY,1,0,0,3,2,3,1,1,2,1,3,4,5825.5,0
4317-VTEOA,1,0,0,1,1,2,1,0,1,2,2,2,50.75,1
9677-AVKED,2,0,1,3,2,2,3,2,2,2,2,3,4449.75,0
1670-SVOWZ,2,0,2,1,1,3,2,1,1,2,3,3,1208.35,1
2227-JRSJX,2,0,0,1,1,3,2,2,1,2,3,4,1956.4,0
9847-HNVGP,1,0,0,1,1,1,0,0,2,1,1,1,310.6,0
6696-YDAYZ,1,0,2,1,1,1,0,0,3,1,1,1,290.55,0
8980-WQFWL,2,0,0,2,1,2,1,1,1,2,2,3,2096.1,0
1730-ZMAME,2,1,0,2,1,3,0,1,1,2,2,3,2665,0
6506-EYCNH,2,0,2,2,1,1,0,0,1,2,3,1,543.8,0
4634-JLRJT,2,0,0,1,1,1,0,0,1,2,1,1,20.35,0
9501-UKKNL,1,0,0,3,0,2,1,2,1,2,2,2,3005.8,0
2560-QTSBS,2,0,2,3,2,1,0,0,2,2,3,1,1623.15,0
7541-YLXCL,1,0,0,2,1,2,2,1,2,2,1,3,2498.4,1
4795-WRNVT,2,0,0,2,1,2,2,1,1,1,1,3,2586,0
6080-TCMYC,1,0,2,2,2,3,1,0,1,2,2,3,3292.3,0
0260-ZDLGK,2,0,1,1,1,2,2,2,1,2,1,3,651.4,1
7860-UXCRM,1,0,2,3,1,2,4,1,3,1,3,3,4674.55,0
6357-JJPQT,2,0,0,1,1,3,0,1,1,2,2,3,232.35,0
2292-XQWSV,1,0,2,2,0,2,3,2,2,1,1,3,2448.5,0
9552-TGUZV,1,0,1,1,1,3,1,0,1,2,1,3,658.1,0
5913-INRQV,1,1,1,2,1,3,2,1,2,1,1,4,3128.8,0
8722-NGNBH,1,0,0,1,0,2,3,0,1,1,1,2,223.45,1
6210-KBBPI,1,1,0,1,2,3,1,2,1,2,3,4,919.4,1
9643-YBLUR,1,0,1,1,2,2,2,1,1,2,3,3,653.95,0
8734-FNWVH,1,0,2,2,2,2,0,1,1,1,3,2,1825.5,0
9447-YPTBX,2,0,1,3,1,1,0,0,2,2,3,1,943.1,0
0133-BMFZO,2,0,0,1,1,3,3,0,1,2,2,3,181.65,1
6128-CZOMY,2,0,0,1,1,2,0,0,1,2,2,2,45.65,1
9540-JYROE,1,0,0,1,1,3,0,0,1,2,1,3,551.35,1
9026-LHEVG,2,0,0,1,0,2,1,1,1,1,2,2,359.4,0
2260-USTRB,2,1,0,1,1,3,0,0,1,2,3,3,115.95,1
3656-TKRVZ,2,0,0,1,1,2,2,0,1,1,2,2,165.2,1
7011-CVEUC,1,0,1,2,1,3,1,2,1,2,3,4,2338.35,0
6185-TASNN,1,1,0,1,1,2,0,0,1,1,2,2,46.3,0
7925-PNRGI,2,0,2,2,2,2,4,1,1,1,1,3,3541.1,0
8623-TMRBY,1,1,2,3,2,3,2,0,1,2,2,3,4146.05,1
1552-CZCLL,2,0,2,3,1,1,0,0,1,1,3,1,1087.25,0
3038-PQIUY,2,0,0,2,2,2,3,0,1,2,3,3,2522.4,0
1501-SGHBW,1,0,0,1,1,2,0,0,1,1,1,2,81,1
9313-CDOGY,1,0,2,2,1,1,0,0,1,1,2,1,717.3,0
8148-BPLZQ,1,0,0,2,1,2,1,0,1,2,2,2,1734.2,0
2623-DRYAM,2,0,1,3,2,3,1,2,2,2,2,4,7069.3,0
9987-LUTYD,2,0,0,1,1,2,2,0,2,1,1,2,742.9,0
3208-YPIOE,1,0,0,2,2,3,0,0,1,1,2,3,3017.65,1
4488-KQFDT,2,0,0,3,2,3,2,2,2,2,2,4,6423,0
2612-RANWT,2,0,0,1,2,3,1,2,1,2,3,4,1164.3,1
5693-PIPCS,1,0,0,2,1,3,2,2,3,2,3,4,4220.35,0
0491-KAPQG,1,0,0,1,2,3,0,0,1,2,2,3,1558.7,0
1925-LFCZZ,1,1,0,3,0,2,1,2,2,2,3,2,2743.45,0
8039-EQPIM,1,0,1,3,0,2,3,2,3,1,3,3,4055.5,0
6900-PXRMS,1,1,2,2,2,3,2,2,1,1,2,4,2710.25,1
8707-RMEZH,2,1,1,3,1,3,2,1,2,1,3,3,6055.55,0
3346-BRMIS,2,1,1,1,0,2,1,2,1,2,2,2,810.7,1
3209-ZPKFI,1,0,2,2,2,2,1,0,1,1,2,2,2538.2,0
6479-VDGRK,2,0,2,3,1,2,4,2,3,1,3,3,6129.2,0
9373-WSLOY,1,1,1,2,0,2,3,1,1,2,2,2,1750.85,0
2933-FILNV,2,0,2,1,0,2,0,0,1,2,1,1,36.55,1
3569-JFODW,2,0,2,3,2,2,4,2,3,1,3,4,6652.45,0
9819-FBNSV,1,1,1,2,1,3,0,0,1,2,3,3,2575.45,0
9544-PYPSJ,2,1,2,3,2,3,2,1,1,2,3,4,6019.35,0
1591-XWLGB,2,0,1,3,1,1,0,0,3,1,3,1,1379.6,0
0396-UKGAI,1,0,1,1,1,2,2,0,1,2,3,2,1284.2,0
3243-ZHOHY,2,0,0,1,1,1,0,0,2,1,1,1,296.15,0
5186-EJEGL,1,0,0,1,1,2,3,1,1,2,1,3,653.25,0
7527-QNRUS,1,0,2,1,2,1,0,0,3,2,1,1,412.6,0
9986-BONCE,2,0,0,1,1,1,0,0,1,1,3,1,85.5,1
2722-JMONI,2,1,1,1,1,2,1,0,1,2,2,2,49.55,1
2203-GHNWN,2,0,1,2,2,3,1,0,1,2,1,3,1928.7,0
3878-AVSOQ,2,1,0,1,1,3,0,0,1,2,2,3,71.25,0
3258-SYSWS,1,1,0,3,2,3,4,2,3,1,3,4,7845.8,0
5296-PSYVW,2,0,1,3,2,1,0,0,3,1,2,1,1750.7,0
6319-QSUSR,2,0,1,1,1,1,0,0,1,1,3,1,216.2,0
4083-EUGRJ,1,0,0,1,1,1,0,0,1,1,1,1,178.5,1
7579-OOPEC,2,1,1,1,1,2,1,0,1,1,3,2,115.1,1
0512-FLFDW,2,1,1,3,2,3,1,2,2,2,3,4,6029,0
1771-OADNZ,1,1,1,2,2,3,2,1,1,2,2,4,2745.2,1
0487-CRLZF,2,0,0,3,1,2,2,2,3,2,3,3,3721.9,0
2107-FBPTK,2,1,0,2,2,3,2,2,1,2,2,4,3121.1,0
9451-WLYRI,2,0,1,3,1,1,0,0,2,1,3,1,990.45,0
8219-VYBVI,1,0,1,2,2,1,0,0,3,1,1,1,1004.35,0
1991-VOPLL,2,0,0,1,1,1,0,0,1,1,1,1,157.65,0
9738-QLWTP,1,0,0,2,1,3,2,0,2,1,2,3,3219.75,0
1016-DJTSV,1,1,0,1,1,3,0,0,1,2,2,3,572.85,0
9419-IPPBE,2,0,2,3,2,3,1,1,2,2,2,4,4554.85,0
0174-QRVVY,1,0,2,3,2,1,0,0,3,1,3,1,1847.55,0
5699-BNCAS,1,1,0,3,2,1,0,0,3,2,1,1,1766.75,0
2900-PHPLN,2,1,1,3,1,1,0,0,3,2,3,1,1462.05,0
0612-RTZZA,2,1,0,1,0,2,0,0,1,1,2,1,25.25,1
8106-GWQOK,1,0,1,2,0,2,3,2,3,2,3,3,2193.2,0
8751-EDEKA,2,0,1,2,1,3,2,1,1,1,3,3,2433.5,0
6878-GGDWG,2,0,1,2,1,1,0,0,1,1,3,1,641.15,0
4039-PIMHX,1,1,1,3,1,2,1,0,3,1,1,2,2398.4,0
8450-LUGUK,2,0,2,2,2,1,0,0,3,2,3,1,861.85,0
3604-WLABM,2,0,0,1,1,2,2,0,1,1,2,2,583,0
0795-GMVQO,1,0,1,3,2,3,3,2,2,1,3,4,7332.4,0
2259-OUUSZ,1,0,0,1,0,2,2,0,2,2,3,2,249.55,0
1142-IHLOO,2,0,0,3,1,3,0,2,2,1,3,3,4475.9,0
6410-LEFEN,2,0,0,1,1,2,0,0,1,1,2,2,416.45,1
4633-MKHYU,2,0,0,1,1,3,0,2,1,2,1,3,788.6,0
6257-RJOHI,1,0,0,1,1,2,1,0,1,2,1,2,202.3,0
1545-JFUML,1,0,1,3,2,3,3,1,3,2,2,4,6994.6,0
3194-ORPIK,2,0,2,3,2,3,0,1,1,2,3,3,4116.15,1
7826-VVKWT,2,1,2,2,1,3,1,2,3,2,2,4,2263.45,0
1353-GHZOS,1,0,1,1,1,2,1,1,2,2,3,2,1374.35,0
2587-EKXTS,1,0,0,2,2,3,3,2,1,2,2,4,4915.15,0
5442-BXVND,2,0,2,2,2,1,0,0,1,1,3,1,838.5,0
8816-VXNZD,2,0,0,1,2,3,0,0,1,2,2,3,75.1,1
9378-FXTIZ,2,0,1,3,2,2,0,2,2,2,3,3,3715.65,1
1723-HKXJQ,1,0,0,2,2,3,1,2,1,2,2,4,4273.45,1
7825-GKXMW,2,0,0,1,1,2,0,0,1,1,2,2,45.8,1
9753-OYLBX,2,0,0,1,1,1,0,0,1,1,1,1,20.5,0
2364-UFROM,1,0,0,2,1,2,3,1,2,1,2,3,2044.75,0
6656-JWRQX,2,0,0,1,0,2,1,0,1,1,1,2,30.55,0
6473-ULUHT,1,0,2,1,2,2,3,2,1,1,2,3,1398.25,0
1240-KNSEZ,1,0,0,1,1,1,0,0,1,2,1,1,20.1,1
0836-SEYLU,1,0,1,1,0,2,1,1,1,1,1,2,328.95,1
4433-JCGCG,1,1,1,2,2,3,1,2,1,2,2,4,4680.05,1
3716-BDVDB,1,0,0,1,1,3,0,0,1,2,2,3,69.1,1
7688-AWMDX,1,0,1,3,1,2,2,0,3,1,3,2,3778.2,0
2842-BCQGE,1,0,0,2,2,3,0,0,1,2,3,3,3161.4,0
7244-QWYHG,1,0,1,3,0,2,2,1,2,2,3,2,2188.45,0
5899-MQZZL,2,0,0,1,2,3,0,0,1,2,1,3,999.45,1
6849-OYAMU,1,0,2,1,1,3,2,2,2,1,3,4,1888.65,1
5312-UXESG,2,0,0,2,2,3,1,2,1,1,3,4,3990.6,0
9488-HGMJH,2,1,0,1,1,3,0,0,1,2,2,3,71.15,1
6038-GCYEC,2,0,0,2,0,2,2,2,1,2,3,2,1240.25,1
2150-WLKUW,2,0,1,2,2,2,1,1,2,1,3,3,2635,0
7159-FVYPK,2,0,2,1,2,2,2,1,1,2,3,3,235,0
7032-LMBHI,2,0,0,2,2,2,1,1,2,1,3,3,2347.85,0
1150-WFARN,2,0,2,3,2,3,3,2,3,2,3,4,7156.2,1
6088-BXMRG,2,0,2,2,2,3,1,2,1,2,2,4,3089.6,0
3144-AUDBS,2,0,1,1,1,2,1,0,1,2,2,2,270.8,1
4821-SJHJV,2,0,2,2,2,3,1,1,1,1,2,3,2901.8,0
7346-MEDWM,2,0,0,3,2,3,2,0,1,2,2,3,4949.1,0
1137-DGOWI,2,0,1,2,1,2,3,1,2,1,3,3,2198.9,0
5616-PRTNT,1,0,1,1,1,1,0,0,1,2,2,1,374.5,1
3812-LRZIR,2,0,2,2,2,1,0,0,3,1,2,1,761.95,0
4818-QIUFN,2,1,0,1,2,3,1,0,1,2,2,3,1520.9,1
9483-GCPWE,1,0,1,1,1,1,0,0,2,1,1,1,190.25,0
4227-OJHAL,2,0,2,3,2,2,3,1,2,2,3,3,5163,0
9220-CXRSC,2,0,2,3,2,2,2,0,3,1,3,3,4059.85,0
4993-JCRGJ,1,0,0,2,2,3,2,0,1,2,1,3,2281.6,0
9537-JALFH,1,0,2,3,1,1,0,0,3,1,3,1,1356.7,0
6698-OXETB,1,0,0,1,1,1,0,0,3,1,1,1,231.45,0
2103-ZRXFN,1,0,0,1,2,2,0,0,1,1,1,2,50.75,0
3724-BSCVH,1,0,2,1,1,1,0,0,2,1,1,1,242.4,0
4877-TSOFF,2,0,2,3,2,2,3,1,2,2,3,3,4264.25,0
9209-NWPGU,1,0,0,2,1,2,2,1,2,1,2,3,2774.55,0
6961-VCPMC,1,1,1,2,1,3,0,1,1,2,2,3,3605.2,1
7306-YDSOI,1,0,2,3,1,2,3,0,3,2,3,2,4069.9,0
5288-AHOUP,1,1,0,1,1,3,0,1,1,2,2,3,874.2,0
6688-UZPWD,2,0,1,1,2,3,1,2,1,2,2,4,1145.35,1
0655-YDGFJ,1,0,0,2,1,2,1,0,1,1,3,2,1323.7,0
8468-EHYJA,2,0,1,3,2,3,1,2,1,2,2,4,5497.05,0
6823-SIDFQ,1,0,0,2,1,1,0,0,2,1,3,1,534.7,0
1097-FSPVW,2,0,0,2,1,2,2,0,1,1,3,2,2455.05,0
2839-RFSQE,2,0,0,1,1,1,0,0,1,1,1,1,38.7,1
8328-SKJNO,1,0,1,1,0,2,3,0,2,1,3,2,947.4,0
7010-ZMVBF,2,0,2,1,1,1,0,0,1,1,1,1,357,0
5201-CBWYG,1,0,2,3,2,1,0,0,2,1,3,1,1476.25,0
0968-GSIKN,2,0,0,1,1,3,0,0,1,2,1,3,70.8,1
1965-DDBWU,1,0,0,1,2,3,1,1,1,2,3,3,1448.6,1
9057-SIHCH,2,0,0,1,2,3,0,2,1,2,2,4,291.9,1
6352-GIGGQ,1,0,0,3,2,2,4,2,2,2,3,3,5903.15,0
3635-QQRQD,1,0,0,3,1,1,0,0,3,2,3,1,1201.65,0
6771-XWBDM,2,0,1,3,2,3,2,2,1,2,3,4,5921.35,1
2897-DOVND,1,0,0,1,1,3,0,0,1,2,2,3,146.65,0
3082-YVEKW,2,0,2,1,2,2,3,1,3,2,3,3,1759.4,0
0191-EQUUH,2,0,1,2,0,2,2,0,3,1,3,2,844.45,0
7134-HBPBS,2,1,0,3,2,3,3,2,3,2,3,4,7774.05,0
3489-HHPFY,2,0,1,1,2,3,0,1,1,2,2,3,134.05,0
2926-JEJJC,2,0,0,1,1,1,0,0,2,2,3,1,140.95,0
8601-QACRS,2,0,0,1,2,2,0,0,1,2,1,2,249.95,1
4950-BDEUX,1,0,0,2,0,2,1,2,1,1,2,2,1701.65,0
5789-LDFXO,1,0,0,2,2,1,0,0,2,1,2,1,592.65,0
0508-OOLTO,2,0,2,1,1,3,0,0,1,2,2,3,135.75,0
2984-TBYKU,1,0,2,3,2,3,4,1,3,2,3,4,7732.65,0
9822-WMWVG,2,0,0,2,2,3,4,1,1,2,2,4,4282.4,0
2391-SOORI,1,0,1,1,1,2,1,0,1,1,2,2,219.65,1
9040-KZVWO,1,0,0,2,1,3,1,0,2,1,3,3,2018.1,0
2645-QTLMB,1,0,0,1,1,3,1,2,1,2,2,4,669,1
4806-HIPDW,2,0,1,1,1,3,0,0,1,2,2,3,68.95,1
1548-ARAGG,2,0,2,1,2,2,2,0,1,2,1,2,224.85,0
6339-RZCBJ,1,0,0,3,1,2,3,2,3,1,3,3,3771.5,0
4424-TKOPW,1,1,0,1,2,3,0,2,1,2,2,4,196.75,1
4415-WNGVR,2,1,1,1,1,2,3,2,2,2,2,3,943.85,0
2522-AHJXR,1,0,1,3,2,3,3,2,1,2,3,4,6572.85,0
0412-UCCNP,1,0,0,3,1,2,3,0,3,2,2,2,3175.85,0
1816-FLZDK,1,0,0,1,0,2,1,0,1,1,1,1,29.15,0
7096-UCLNH,1,0,0,1,1,1,0,0,1,1,1,1,20.05,0
8443-ZRDBZ,1,0,0,1,2,3,0,0,1,2,2,3,318.9,1
9136-ALYBR,1,0,0,1,0,2,0,0,1,2,1,1,24.45,1
4615-PIVVU,2,0,0,2,1,2,2,1,3,1,3,3,2762.75,0
8885-QSQBX,2,0,0,1,1,2,1,0,1,1,3,2,49.55,0
7479-NITWS,1,0,0,1,2,3,1,1,1,2,3,3,631.85,1
8617-ENBDS,1,0,0,1,1,3,1,0,1,2,3,3,232.5,0
9385-NXKDA,2,0,1,3,2,2,3,2,3,2,3,3,5919.35,0
0430-IHCDJ,1,0,0,1,2,2,0,0,1,2,2,2,749.25,0
2959-MJHIC,1,0,1,1,1,3,0,1,1,2,2,3,307.4,1
6674-KVJHG,2,0,0,1,2,1,0,0,2,1,2,1,245.15,0
1814-DKOLC,2,0,0,1,2,1,0,0,1,1,1,1,134.75,0
4201-JMNGR,2,1,0,1,1,2,2,0,1,2,2,2,55.8,1
9351-HXDMR,1,0,1,3,2,3,3,2,3,2,3,4,8240.85,0
3537-HPKQT,2,0,1,3,2,3,1,0,1,2,3,3,4266.4,0
2129-ALKBS,2,0,2,2,2,1,0,0,1,2,2,1,1077.5,0
5821-MMEIL,2,0,1,3,1,1,0,0,3,1,3,1,1115.6,0
5960-WPXQM,1,0,0,1,1,3,0,1,1,2,2,3,79.05,1
0684-AOSIH,1,0,1,1,1,3,1,2,1,2,2,4,95,1
8260-NGFNY,2,0,0,1,0,2,0,0,1,1,1,1,25.2,1
1309-XGFSN,1,1,2,3,2,2,2,2,2,2,2,3,4079.55,0
1866-RZZQS,1,1,0,2,2,3,1,2,1,2,2,4,4187.75,1
6968-URWQU,1,0,1,2,1,2,0,1,2,2,1,2,2391.15,0
4742-TXUEX,2,0,2,2,1,1,0,0,3,1,3,1,890.5,0
9631-XEYKE,1,0,0,1,2,2,0,0,1,1,3,2,137.25,0
8631-NBHFZ,1,1,2,3,2,2,4,1,3,1,3,3,5154.6,1
1335-MXCSE,1,0,2,3,1,2,2,0,3,2,3,2,3119.9,0
8873-TMKGR,1,0,0,2,1,1,0,0,2,1,1,1,529.5,0
8800-JOOCF,2,0,1,1,2,3,0,1,1,2,2,3,966.55,0
1469-LBJQJ,2,0,1,3,2,3,2,2,1,2,2,4,6936.85,0
